url;date;title;body
https://www.bbc.co.uk/news/world-europe-59514304;2021-12-02;Germany: Angela Merkel's military farewell features punk singer's hitNA;"We use cookies to give you the best online experience. Please let us know if you agree to all of these cookies.
A military ceremony has been held in honour of German Chancellor Angela Merkel, who is due to step down next week after 16 years in office.
Mrs Merkel chose three pieces of music - one of which raised a few eyebrows. She chose a popular song by Hildegard Knef called For Me It Should Rain Red Roses, an 18th-Century hymn, and a popular East German song by punk singer Nina Hagen."
https://www.bbc.co.uk/news/world-europe-58662226;2021-09-24;What will Germans miss about Angela Merkel?NA;"We use cookies to give you the best online experience. Please let us know if you agree to all of these cookies.
Germans are preparing to say ""auf Wiedersehen"" to Angela Merkel, whose 16 years as chancellor will come to an end after the parliamentary elections on Sunday.
This video has been optimised for mobile viewing on the BBC News app. The BBC News app is available from the Apple App Store for iPhone and Google Play Store for Android."
https://www.bbc.co.uk/news/world-europe-46022660;2021-12-07;Angela Merkel: A career in picturesNA;"We use cookies to give you the best online experience. Please let us know if you agree to all of these cookies.
Angela Merkel steps down as German chancellor on Wednesday after 16 years in power, bringing an end to a political career which has spanned more than three decades.
It is a career documented in pictures at every turn: from visiting fishermen during her earliest campaigns, to talks at the White House, and everything in between.
Here, we have collected just a few from the thousands capturing the woman who has been at the helm of Germany for so many years.
All pictures are subject to copyright.Angela Merkel steps down as German chancellor on Wednesday after 16 years in power, bringing an end to a political career which has spanned more than three decades.
It is a career documented in pictures at every turn: from visiting fishermen during her earliest campaigns, to talks at the White House, and everything in between.
Here, we have collected just a few from the thousands capturing the woman who has been at the helm of Germany for so many years.
All pictures are subject to copyright."
https://www.bbc.co.uk/news/uk-politics-57699532;2021-07-02;Angela Merkel on Covid vaccines for Brits visiting GermanyNA;"We use cookies to give you the best online experience. Please let us know if you agree to all of these cookies.
Britain is a ""high incidence"" area but Germany will relax the need for quarantine rules for some travellers, Angela Merkel says.
The chancellor told a press conference at Chequers that UK citizens with two vaccines would be able to enter Germany ""in the foreseeable future""
She was speaking with Boris Johnson at her final visit to Britain as German leader."
https://www.bbc.co.uk/news/world-europe-58657354;2021-09-22;Angela Merkel: What will Germans miss about the chancellor?NA;"Germans are preparing to say ""auf wiedersehen"" to Angela Merkel, whose 16 years as chancellor will come to an end after the parliamentary elections this Sunday.
BBC Europe editor Katya Adler has been in her role since 2014, but began reporting on Mrs Merkel long before then.
How does she feel about saying goodbye to a woman who loomed so large in global politics - through the migrant crisis, the Eurozone crisis and the Covid pandemic?
What will Germans miss about Mrs Merkel and what hopes do they have for their next government after the elections?
Katya sets off on a road trip around Germany to find out.
Produced by Kate Vandy and Sira Thierij.
Filmed and edited by Maarten Lernout."
https://www.bbc.co.uk/news/world-us-canada-57844194;2021-07-15;Angela Merkel and four US presidentsNA;"We use cookies to give you the best online experience. Please let us know if you agree to all of these cookies.
German Chancellor Angela Merkel is making her farewell visit to Washington DC after nearly 16 years in office, during which time she has worked with four US presidents.
Her tenure ushered in a warm transatlantic friendship, marked by occasional spats over Germany's military spending, climate change and financial recovery policies.
Ms Merkel isn't running again in September's German parliamentary election, and this last White House bilateral could be a litmus test for both nations going forward.
Video produced by Man Sum Lai and Alexandra Ostasiewicz."
https://www.bbc.co.uk/news/world-europe-58570507;2021-09-23;Angela Merkel: Four expert verdicts on a contested legacyNA;"We use cookies to give you the best online experience. Please let us know if you agree to all of these cookies.
Germans vote on Sunday in elections that will ultimately bring down the curtain on Angela Merkel's final term as chancellor of Germany.
When Mrs Merkel steps down after 16 years in power, how will history remember her?
We asked four experts to assess her style of leadership and track record.
She has turned German politics into a discussion about policy rather than politics, says Matt Qvortrup, professor of political science at Coventry University, and author of Angela Merkel: Europe's Most Influential Leader.
German politics used to be a testosterone-fuelled Männerclub - a club of men. Under Mrs Merkel, things have become much more policy-oriented.
The problem with that, I suppose, is that it ends up being quite mechanical and scientific. Mrs Merkel trained as a physicist, and has a PhD in quantum chemistry. So, for someone like her, she has an approach that is very factually based.
That's not the sort of thing that is barnstorming. But in her own sort of way, she has staged a bit of a revolution in German politics and world politics generally.
At a time when politics has become more polarised, she's tried to depolarise them by depoliticising issues.
Charlotte Galpin: Senior lecturer in German and European politics at the University of Birmingham
Mrs Merkel has been proclaimed by Forbes as the most powerful woman in the world for 10 years running. There is a whole generation in Germany that has never known anything other than a woman leader.
Her position has been symbolically important for women's representation, and she is known for bringing women into key positions. For example, she supported Ursula von der Leyen, the first female German defence minister and European Commission president.
Yet, such symbolic representation doesn't automatically mean wider change, especially for women of colour and the LGBTQ+ community.
The targeting of Muslim women and rallying against so-called gender madness is widespread in Germany, driven in part but not only by the far-right Alternative for Germany (AfD) party. This election cycle, the issue of gender-appropriate language has become a politicised issue, over which Mrs Merkel has stayed largely silent.
Dr Rüdiger Schmitt-Beck: Professor of political science and political sociology at the University of Mannheim
Her policy legacy is a somewhat bizarre mix of modernisation and backwardness.
Many of the modernising features - such as same-sex marriage, phasing out nuclear energy, and welcoming immigration policies - would not be expected from a Christian Democratic chancellor.
However, the country is almost grotesquely lagging behind on big, pressing issues like digitalisation, climate policy, and demographic change.
As Angela Merkel leaves office, the political landscape is much more volatile. This concerns, in part, the increasingly complex party system and the AfD, which thrives on anti-immigration sentiment.
There is, of course, the simple fact that she was the country's first female chancellor. I'm sure her pragmatic, quasi-presidential style of governing will serve as a role model for her successor, whoever it may be.
Dr Katrin Schreiter: Lecturer in German and European studies at King's College London
Her legacy is a determined and silent one. Her leadership is based on sober evaluation and projecting reliability. She's always been criticised for not being a visionary. But voters knew what they were getting with her.
She is brilliant at reading the room and taking the temperature of the electorate. For that, she has earned a lot of trust from international partners.
The other legacy that she leaves is that she liberalised the agenda of her party, the conservative Christian Democrats. She has moved the conservatives closer to the centre, and also closer to the left-wing Greens in certain aspects.
Matt Qvortrup: Her main legacy is rescuing the euro, and dealing with the financial crisis of 2008.
I remember talking to her in Brussels at the time. In response to the crisis, she said she wanted as much market economics as possible, but as much state intervention as necessary.
The German Social Democrats used that line as a slogan in the 1960s. When I put that to her, she said, ""I'm not a historian, I'm a pragmatist"".
The second moment was her response to the Trump years. She kept the powder dry for liberal internationalism. Former US President Barack Obama actually convinced her to run for a fourth term. Immediately after Trump won the election, Mr Obama flew to Berlin to meet with Mrs Merkel.
After the meeting, Mr Obama recounted that he saw a tear in her eye. She was all alone.
She kept the ship afloat and, in a way, she's now done her duty. She can go.
Charlotte Galpin: Mrs Merkel's tenure is usually described as one characterised by crises.
A key moment was the refugee crisis. Facing a humanitarian crisis in the Balkans, Mrs Merkel opened Germany's borders and accepted almost a million refugees during 2015 proclaiming ""wir schaffen das"" - we can manage this.
Germany stood out as one of the few European countries that gave refuge to Syrians fleeing the civil war. Yet, 2015 saw the AfD move from an economically liberal, anti-Euro party to a far-right, Islamophobic one.
The AfD's success in the last Bundestag election saw the country's first far-right MPs since the 1960s.
Dr Rüdiger Schmitt-Beck: Three [moments] in particular come to mind.
First, when Mrs Merkel and her finance minister addressed citizens in 2008 to assure them that the government would guarantee their savings, to prevent a much-dreaded bank run.
Second, the high-stakes EU negotiations about debt relief for Greece during the Euro crisis.
And finally, Mrs Merkel's decision not to close the border to refugees stranded in Hungary in 2015. One should not overlook that Mrs Merkel did not open the border, as this decision is often framed, but decided not to close it.
Dr Katrin Schreiter: One of them was in 2017, when she paved the way for same-sex marriage to go through parliament.
Shortly before the election, she gave an interview to a women's magazine. In it, she said voting on these issues was a matter of individual conscience. She basically broke the party line and that opened up the opportunity to pass that law after years of delay. That was a major achievement.
One of my favourite quotes is an early one. Once, when asked about what she felt when thinking of Germany, she said: ""I think of well-sealed windows. No other country can make such well-sealed and nice windows.""
That shows her humility and pragmatism. She broke it down to something very practical. That encapsulates it for me.
The responses to these questions have been edited for brevity and clarity.Germans vote on Sunday in elections that will ultimately bring down the curtain on Angela Merkel's final term as chancellor of Germany.
When Mrs Merkel steps down after 16 years in power, how will history remember her?
We asked four experts to assess her style of leadership and track record.
She has turned German politics into a discussion about policy rather than politics, says Matt Qvortrup, professor of political science at Coventry University, and author of Angela Merkel: Europe's Most Influential Leader.
German politics used to be a testosterone-fuelled Männerclub - a club of men. Under Mrs Merkel, things have become much more policy-oriented.
The problem with that, I suppose, is that it ends up being quite mechanical and scientific. Mrs Merkel trained as a physicist, and has a PhD in quantum chemistry. So, for someone like her, she has an approach that is very factually based.
That's not the sort of thing that is barnstorming. But in her own sort of way, she has staged a bit of a revolution in German politics and world politics generally.
At a time when politics has become more polarised, she's tried to depolarise them by depoliticising issues.
Charlotte Galpin: Senior lecturer in German and European politics at the University of Birmingham
Mrs Merkel has been proclaimed by Forbes as the most powerful woman in the world for 10 years running. There is a whole generation in Germany that has never known anything other than a woman leader.
Her position has been symbolically important for women's representation, and she is known for bringing women into key positions. For example, she supported Ursula von der Leyen, the first female German defence minister and European Commission president.
Yet, such symbolic representation doesn't automatically mean wider change, especially for women of colour and the LGBTQ+ community.
The targeting of Muslim women and rallying against so-called gender madness is widespread in Germany, driven in part but not only by the far-right Alternative for Germany (AfD) party. This election cycle, the issue of gender-appropriate language has become a politicised issue, over which Mrs Merkel has stayed largely silent.
Dr Rüdiger Schmitt-Beck: Professor of political science and political sociology at the University of Mannheim
Her policy legacy is a somewhat bizarre mix of modernisation and backwardness.
Many of the modernising features - such as same-sex marriage, phasing out nuclear energy, and welcoming immigration policies - would not be expected from a Christian Democratic chancellor.
However, the country is almost grotesquely lagging behind on big, pressing issues like digitalisation, climate policy, and demographic change.
As Angela Merkel leaves office, the political landscape is much more volatile. This concerns, in part, the increasingly complex party system and the AfD, which thrives on anti-immigration sentiment.
There is, of course, the simple fact that she was the country's first female chancellor. I'm sure her pragmatic, quasi-presidential style of governing will serve as a role model for her successor, whoever it may be.
Dr Katrin Schreiter: Lecturer in German and European studies at King's College London
Her legacy is a determined and silent one. Her leadership is based on sober evaluation and projecting reliability. She's always been criticised for not being a visionary. But voters knew what they were getting with her.
She is brilliant at reading the room and taking the temperature of the electorate. For that, she has earned a lot of trust from international partners.
The other legacy that she leaves is that she liberalised the agenda of her party, the conservative Christian Democrats. She has moved the conservatives closer to the centre, and also closer to the left-wing Greens in certain aspects.
Matt Qvortrup: Her main legacy is rescuing the euro, and dealing with the financial crisis of 2008.
I remember talking to her in Brussels at the time. In response to the crisis, she said she wanted as much market economics as possible, but as much state intervention as necessary.
The German Social Democrats used that line as a slogan in the 1960s. When I put that to her, she said, ""I'm not a historian, I'm a pragmatist"".
The second moment was her response to the Trump years. She kept the powder dry for liberal internationalism. Former US President Barack Obama actually convinced her to run for a fourth term. Immediately after Trump won the election, Mr Obama flew to Berlin to meet with Mrs Merkel.
After the meeting, Mr Obama recounted that he saw a tear in her eye. She was all alone.
She kept the ship afloat and, in a way, she's now done her duty. She can go.
Charlotte Galpin: Mrs Merkel's tenure is usually described as one characterised by crises.
A key moment was the refugee crisis. Facing a humanitarian crisis in the Balkans, Mrs Merkel opened Germany's borders and accepted almost a million refugees during 2015 proclaiming ""wir schaffen das"" - we can manage this.
Germany stood out as one of the few European countries that gave refuge to Syrians fleeing the civil war. Yet, 2015 saw the AfD move from an economically liberal, anti-Euro party to a far-right, Islamophobic one.
The AfD's success in the last Bundestag election saw the country's first far-right MPs since the 1960s.
Dr Rüdiger Schmitt-Beck: Three [moments] in particular come to mind.
First, when Mrs Merkel and her finance minister addressed citizens in 2008 to assure them that the government would guarantee their savings, to prevent a much-dreaded bank run.
Second, the high-stakes EU negotiations about debt relief for Greece during the Euro crisis.
And finally, Mrs Merkel's decision not to close the border to refugees stranded in Hungary in 2015. One should not overlook that Mrs Merkel did not open the border, as this decision is often framed, but decided not to close it.
Dr Katrin Schreiter: One of them was in 2017, when she paved the way for same-sex marriage to go through parliament.
Shortly before the election, she gave an interview to a women's magazine. In it, she said voting on these issues was a matter of individual conscience. She basically broke the party line and that opened up the opportunity to pass that law after years of delay. That was a major achievement.
One of my favourite quotes is an early one. Once, when asked about what she felt when thinking of Germany, she said: ""I think of well-sealed windows. No other country can make such well-sealed and nice windows.""
That shows her humility and pragmatism. She broke it down to something very practical. That encapsulates it for me.
The responses to these questions have been edited for brevity and clarity."
https://www.bbc.co.uk/news/uk-politics-47888672;2019-04-10;Theresa May and Angela Merkel share a joke over an iPadNA;"We use cookies to give you the best online experience. Please let us know if you agree to all of these cookies.
Theresa May and Angela Merkel shared a laugh looking at an iPad owned by the German Chancellor at the start of the EU summit.
BBC political editor Laura Kuenssberg later tweeted that the two were comparing photos of them wearing similar jackets."
https://www.bbc.co.uk/news/world-europe-58597504;2021-09-18;German elections: How Angela Merkel changed her countryNA;"We use cookies to give you the best online experience. Please let us know if you agree to all of these cookies.
As one of the world's most influential leaders, Angela Merkel has helped to determine the course of European and global politics. But during her 16 years as German chancellor, she's also had a considerable impact on her own country, shaping the lives of millions of citizens for better or worse.
Among them, the students who celebrated the end of their school days this summer.
At one prom in Berlin, excited teenagers in smart jackets and formal dresses danced to a thudding bass in a marquee. The class of 2021 has come of age in Mrs Merkel's Germany; they have never known another German leader.
""We don't have a perfect democracy,"" says Ole Schroeder, ""but I think we have a good democracy.""
""Germany is good with the immigration system,"" adds Alisa Gukasov. ""Everyone has the chance to live here and to achieve their dreams.""
But they worry about the future.
Lina Ziethen's main concern is climate change. ""We have to stand up and say stop driving cars, stop flying on holiday because we need to reduce emissions - but we should have also already done this 50 years ago, not just now.""
It is on the minds of many Germans, not least because of this summer's deadly floods in the west of the country.
Under Mrs Merkel, Germany has reduced emissions and invested in renewables.
But it's widely acknowledged that current targets aren't strict enough; and Germany is still burning coal, in part because Mrs Merkel abandoned nuclear power after the Fukushima disaster in Japan 10 years ago.
If you wander through the fairy-tale forests that carpet so much of this country, you can see the damage wrought by climate change.
The Borkenkäfer, a beetle that bores into trees and destroys them, is proliferating in warmer, drier conditions.
The trees' natural defences are weakened too. Hans Schattenberg, who manages the forests of the eastern Harz region, says all he and his staff can do is cut down acres of woodland to try to halt the spread.
""We never thought the forest would react so quickly to climate change,"" he says. ""'What shocked us most is that it wasn't just the conifers that were badly affected, but also old oak and beech trees.""
Old certainties are shifting here.
Under Mrs Merkel, Germany has prospered, though her predecessors must take some of the credit for the wealth of today. And critics worry that, as competitors move ahead with technological and digital advances, this economic giant is struggling to keep up.
German elections 2021
Germans vote in parliamentary elections on Sunday 26 September.
Mrs Merkel's conservative CDU has led coalitions for four terms, but the latest opinion polls suggest the centre-left is on course to win.
As glass bottles rattle along the production line, Anke Ketterer surveys Germany's best-loved export.
Her family have been brewing beer since 1877; one of the so-called Mittelstand (family firms) responsible for much of this country's economic success.
These have been good years, she says, and Angela Merkel has done a good job.
""We don't really have much to complain about,"" adds her husband Phillip, who took her surname when he married into the family business. The Mittelstand could, he says, do with more support and less bureaucracy.
""We are doing well in Germany. But, of course, the danger is you feel too content and stagnate and fall behind.""
Perhaps Mrs Merkel's greatest influence can be seen in German society. Her refusal to close the doors to hundreds of thousands of people seeking asylum in the country in 2015 was a pivotal moment in her chancellorship.
Germany has long relied on migrants to fill jobs, keep the economy going and rejuvenate an ageing population - ever since the Turkish ""Gastarbeiter"" who came to help rebuild the country after World War Two.
Today more than a quarter of people living in Germany have a migrant background.
Among them is Negin, who arrived from Iran as a teenage asylum seeker and told us she nearly drowned as she crossed the Mediterranean in a small, overcrowded boat.
Today, she's an apprentice at a Berlin dental practice and, in fluent German, says she plans to become a dentist herself.
Mrs Merkel famously told Germany ""Wir schaffen das"" (we can do it) during the so-called migrant crisis. Six years later, many would agree she was right. The sense of crisis has long passed.
But some Germans - a minority - are still furious. They point to migrant crime and terror attacks.
A far-right anti-migrant party, the AfD, now sits in the national parliament. Fuelled by lingering resentment that is particularly strong in the former communist East.
When the Iron Curtain fell, people in the East were promised blooming landscapes. But 30 years on opportunities are fewer, and salaries and pensions lower than in the rest of the country. It's hard to convince young people to stay.
In their typical German Schrebergarten (allotment garden) Hannelore and her friends say they thought Mrs Merkel would do more for the former East. After all, the chancellor herself grew up behind the Iron Curtain.
Disillusioned with Germany's long-established political parties, they vote AfD.
""Since 2015 when the migrants came marching in uncontrolled, since then it has gone downhill for Germany,"" says Hannelore.
Inequalities persist in today's Germany.
Mrs Merkel's critics, for example, say she could have done more to address the gender pay gap, one of the worst in Europe, or encourage more women into leading positions in business and politics.
""She did try,"" says Daniela Schwarzer from the Open Society Foundation. Like many here, she believes that by simply occupying Germany's top job, Mrs Merkel has been a powerful role model to younger women.
She cites her support for Germany's current Defence Minister Annegret Kramp-Karrenbauer, who was once in the running to succeed her as chancellor.
""When you hear about how she actually managed the chancellery, there were women in key positions, and she was actually surrounded by women as her closest advisers.""
And Mrs Merkel remains a popular figure in the country she's led for so long.
""In the long run people will see that these 16 years, if you sum it up, were quite successful, not only economically, but also in shaping the country towards preparing it for a future which will not be easy,"" says Professor Magnus Brechtken from Munich's Institute of Contemporary History.
Her legacy is to have represented ""rational, pragmatic solution-orientated"" thinking, in a world he sees as more shaped by people who have taken an approach that is either national, irrational, narcissistic or populist.
At a casual glance, the world of German politics can look rather boring. It's all about compromise, consensus and continuity.
In that sense Mrs Merkel has given her country what it expects from a leader. A voice of calm in a turbulent and shifting world.As one of the world's most influential leaders, Angela Merkel has helped to determine the course of European and global politics. But during her 16 years as German chancellor, she's also had a considerable impact on her own country, shaping the lives of millions of citizens for better or worse.
Among them, the students who celebrated the end of their school days this summer.
At one prom in Berlin, excited teenagers in smart jackets and formal dresses danced to a thudding bass in a marquee. The class of 2021 has come of age in Mrs Merkel's Germany; they have never known another German leader.
""We don't have a perfect democracy,"" says Ole Schroeder, ""but I think we have a good democracy.""
""Germany is good with the immigration system,"" adds Alisa Gukasov. ""Everyone has the chance to live here and to achieve their dreams.""
But they worry about the future.
Lina Ziethen's main concern is climate change. ""We have to stand up and say stop driving cars, stop flying on holiday because we need to reduce emissions - but we should have also already done this 50 years ago, not just now.""
It is on the minds of many Germans, not least because of this summer's deadly floods in the west of the country.
Under Mrs Merkel, Germany has reduced emissions and invested in renewables.
But it's widely acknowledged that current targets aren't strict enough; and Germany is still burning coal, in part because Mrs Merkel abandoned nuclear power after the Fukushima disaster in Japan 10 years ago.
If you wander through the fairy-tale forests that carpet so much of this country, you can see the damage wrought by climate change.
The Borkenkäfer, a beetle that bores into trees and destroys them, is proliferating in warmer, drier conditions.
The trees' natural defences are weakened too. Hans Schattenberg, who manages the forests of the eastern Harz region, says all he and his staff can do is cut down acres of woodland to try to halt the spread.
""We never thought the forest would react so quickly to climate change,"" he says. ""'What shocked us most is that it wasn't just the conifers that were badly affected, but also old oak and beech trees.""
Old certainties are shifting here.
Under Mrs Merkel, Germany has prospered, though her predecessors must take some of the credit for the wealth of today. And critics worry that, as competitors move ahead with technological and digital advances, this economic giant is struggling to keep up.
German elections 2021
Germans vote in parliamentary elections on Sunday 26 September.
Mrs Merkel's conservative CDU has led coalitions for four terms, but the latest opinion polls suggest the centre-left is on course to win.
As glass bottles rattle along the production line, Anke Ketterer surveys Germany's best-loved export.
Her family have been brewing beer since 1877; one of the so-called Mittelstand (family firms) responsible for much of this country's economic success.
These have been good years, she says, and Angela Merkel has done a good job.
""We don't really have much to complain about,"" adds her husband Phillip, who took her surname when he married into the family business. The Mittelstand could, he says, do with more support and less bureaucracy.
""We are doing well in Germany. But, of course, the danger is you feel too content and stagnate and fall behind.""
Perhaps Mrs Merkel's greatest influence can be seen in German society. Her refusal to close the doors to hundreds of thousands of people seeking asylum in the country in 2015 was a pivotal moment in her chancellorship.
Germany has long relied on migrants to fill jobs, keep the economy going and rejuvenate an ageing population - ever since the Turkish ""Gastarbeiter"" who came to help rebuild the country after World War Two.
Today more than a quarter of people living in Germany have a migrant background.
Among them is Negin, who arrived from Iran as a teenage asylum seeker and told us she nearly drowned as she crossed the Mediterranean in a small, overcrowded boat.
Today, she's an apprentice at a Berlin dental practice and, in fluent German, says she plans to become a dentist herself.
Mrs Merkel famously told Germany ""Wir schaffen das"" (we can do it) during the so-called migrant crisis. Six years later, many would agree she was right. The sense of crisis has long passed.
But some Germans - a minority - are still furious. They point to migrant crime and terror attacks.
A far-right anti-migrant party, the AfD, now sits in the national parliament. Fuelled by lingering resentment that is particularly strong in the former communist East.
When the Iron Curtain fell, people in the East were promised blooming landscapes. But 30 years on opportunities are fewer, and salaries and pensions lower than in the rest of the country. It's hard to convince young people to stay.
In their typical German Schrebergarten (allotment garden) Hannelore and her friends say they thought Mrs Merkel would do more for the former East. After all, the chancellor herself grew up behind the Iron Curtain.
Disillusioned with Germany's long-established political parties, they vote AfD.
""Since 2015 when the migrants came marching in uncontrolled, since then it has gone downhill for Germany,"" says Hannelore.
Inequalities persist in today's Germany.
Mrs Merkel's critics, for example, say she could have done more to address the gender pay gap, one of the worst in Europe, or encourage more women into leading positions in business and politics.
""She did try,"" says Daniela Schwarzer from the Open Society Foundation. Like many here, she believes that by simply occupying Germany's top job, Mrs Merkel has been a powerful role model to younger women.
She cites her support for Germany's current Defence Minister Annegret Kramp-Karrenbauer, who was once in the running to succeed her as chancellor.
""When you hear about how she actually managed the chancellery, there were women in key positions, and she was actually surrounded by women as her closest advisers.""
And Mrs Merkel remains a popular figure in the country she's led for so long.
""In the long run people will see that these 16 years, if you sum it up, were quite successful, not only economically, but also in shaping the country towards preparing it for a future which will not be easy,"" says Professor Magnus Brechtken from Munich's Institute of Contemporary History.
Her legacy is to have represented ""rational, pragmatic solution-orientated"" thinking, in a world he sees as more shaped by people who have taken an approach that is either national, irrational, narcissistic or populist.
At a casual glance, the world of German politics can look rather boring. It's all about compromise, consensus and continuity.
In that sense Mrs Merkel has given her country what it expects from a leader. A voice of calm in a turbulent and shifting world."
https://www.bbc.co.uk/news/world-us-canada-39308618;2017-03-17;Donald Trump and Angela Merkel hold a news conferenceNA;US President Donald Trump and German Chancellor Angela Merkel hold a joint news conference in Washington.
